id_program;nama_program;pusdiklat;tahun
PR1249;Microlearning Mandatory Spending Versus Kinerja Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1250;Microlearning Manual IKU dan K3;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1251;Microlearning Matriks Perubahan Tata Naskah Dinas, Jenis Naskah Dinas, dan Naskah Dinas Arahan yang Bersifat Pengaturan dan Penetapan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1252;Microlearning Mekanisme Penetapan Jabatan dan Peringkat bagi Pelaksana Berdasarkan Simulasi Sidang;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1253;Microlearning Mekanisme Penetapan Jabatan dan Peringkat Bagi Pelaksana Umum setelah yang Bersangkutan Ditugaskan pada Jabatan selain Pelaksana Umum atau Kembali dari Penugasan Tertentu;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1254;Microlearning Mekanisme Penetapan Jabatan dan Peringkat bagi Pelaksana Umum, Pelaksana Khusus dan Pelaksana Tugas Belajar Berdasarkan Sidang Penilaian;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1255;Microlearning Mekanisme Penetapan Kembali Jabatan dan Peringkat bagi Pelaksana Khusus;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1256;Microlearning Mekanisme Penetapan Kembali Jabatan dan Peringkat bagi Pelaksana Umum dan Tugas Belajar;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1257;Microlearning Mekanisme Penetapan Pertama Jabatan dan Peringkat bagi Pelaksana;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1258;Microlearning Memahami Laporan Pertanggungjawaban (LPJ) Bendahara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1259;Microlearning Modul Penerimaan Negara Generasi 3 (MPN G3);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1260;Microlearning Monetary System and Inflation;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1261;Microlearning Monitoring dan Evaluasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1262;Microlearning Naskah Dinas Arahan yang Bersifat Penugasan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1263;Microlearning Naskah Dinas Bersama dan Naskah Dinas dalam Bahasa Asing;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1264;Microlearning Naskah Dinas Khusus Bagian I (Surat Perjanjian, Surat Kuasa, dan Berita Acara);Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1265;Microlearning Naskah Dinas Khusus Bagian II (Surat Keterangan, Pengumuman, dan Surat Pengantar);Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1266;Microlearning Naskah Dinas Khusus Bagian III (Laporan, Telaahan Staf, Notula dan Lembar Ralat);Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1267;Microlearning Naskah Dinas Korespondensi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1268;Microlearning Nilai Kinerja Organisasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1269;Microlearning NKP dan Pemanfaatan NKP;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1270;Microlearning Optimalisasi dan Utilisasi Cashless di Instansi Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1271;Microlearning Optimalisasi Penggunaan CMS untuk Bendahara Instansi Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1272;Microlearning Overview Laporan Keuangan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1273;Microlearning Overview Sistem Pemerintahan Berbasis Elektronik;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1274;Microlearning Overviu Pembukuan Bendahara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1275;Microlearning Pelaku Pengadaan: Tugas, Tanggung Jawab, dan Kewenangan Pejabat Pembuat Komitmen (PPK);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1276;Microlearning Pelaku Pengadaan: Tugas, Tanggung Jawab, dan Kewenangan Pengguna Anggaran (PA) dan Kuasa Pengguna Anggaran (KPA);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1277;Microlearning Pelaporan Keuangan UMKM;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1278;Microlearning Pelayanan Hukum dalam Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1279;Microlearning Pemanfaatan Utang ;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1280;Microlearning Pemasaran Digital Produk UMKM;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1281;Microlearning Pembangunan Rendah Karbon dan Green Economy;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1282;Microlearning Pemeriksaan Kas pada Bendahara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1283;Microlearning Penatausahaan Kas pada Bendahara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1284;Microlearning Pendekatan Visualisasi Data;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1285;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara:  Studi Kasus  Perpajakan atas Belanja Barang dan Belanja Modal;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1286;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Modul Penerimaan Negara Generasi 3 (MPN G3);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1287;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Pencetakan LPJ Bendahara pada Aplikasi SAKTI;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1288;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Pengelolaan TUP Tunai pada Masa Pandemi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1289;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Pengelolaan Uang  Persediaan dalam Kartu Kredit Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1290;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Pengelolaan Uang Persediaan untuk Bendahara Pengeluaran Pembantu;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1291;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Penyusunan LPJ Bendahara pada Aplikasi SAKTI;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1292;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Perpajakan atas Transaksi dengan KKP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1293;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Perpajakan Belanja pada E-Marketplace;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1294;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Perubahan Undang-Undang PNBP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1295;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Studi Kasus Pengujian Belanja Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1296;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Studi Kasus Pengujian Belanja Negara: Perjalanan Dinas Menggunakan KKP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1297;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Studi Kasus Perpajakan atas Belanja Barang dan Belanja Modal terkait Perubahan UU HPP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1298;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Studi Kasus Perpajakan atas Pembelian Makanan/Minuman;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1299;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Studi Kasus Perpajakan atas Transaksi dengan KKP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1300;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Tarif PNBP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1301;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Transaksi Setoran Langsung Wajib Bayar PNBP ke Kas Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1302;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Bendahara: Virtual Account;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1303;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Pejabat Pembuat Komitmen: Manfaat Spend Analysis dalam Identifikasi Kebutuhan Barang;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1304;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Pejabat Pembuat Komitmen: Pemilihan Jenis Kontrak dan Konsekuensinya;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1305;Microlearning Pendidikan Profesional Berkelanjutan (PPL) Pejabat Pembuat Komitmen: Pengendalian Kontrak Terkait Kualitas, Jumlah, Waktu, dan Biaya;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1306;Microlearning Pendidikan Profesional Berkelanjutan (PPL) PPSPM:  Troubleshooting Pada Aplikasi PPSPM;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1307;Microlearning Pendidikan Profesional Berkelanjutan (PPL) PPSPM: Syarat-Syarat Umum Kontrak dan Syarat-Syarat Khusus Kontrak dalam Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1308;Microlearning Pendidikan Profesional Berkelanjutan (PPL) PPSPM: Tata Cara Pembayaran Berdasarkan PMK Nomor 210/PMK.05/2022;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1309;Microlearning Pendidikan Profesional Berkelanjutan (PPL) PPSPM: Tata Cara Pengujian Berdasarkan PMK Nomor 210/PMK.05/2022;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1310;Microlearning Pendokumentasian Pengadaan Barang/Jasa Secara Elektronik (SPSE);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1311;Microlearning Penetapan Jabatan dan Peringkat bagi Pelaksana berdasarkan Sidang Penilaian (Penetapan Jabatan dan Peringkat);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1312;Microlearning Penetapan Jabatan dan Peringkat bagi Pelaksana berdasarkan Sidang Penilaian (Tahapan Evaluasi dan Sidang evaluasi pelaksana);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1313;Microlearning Pengantar Aplikasi NADINE;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1314;Microlearning Pengarusutamaan Gender Dalam Leadership #1;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR1315;Microlearning Pengarusutamaan Gender Dalam Leadership #2;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR1316;Microlearning Pengarusutamaan Gender Dalam Leadership #3;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2021
PR1317;Microlearning Pengawasan dan Pengaduan dalam Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1318;Microlearning Pengelolaan TUP Tunai pada Masa Pandemi;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1319;Microlearning Pengelolaan Uang Persediaan dalam Kartu Kredit Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1320;Microlearning Pengenalan Aplikasi Sistem Pengadaan Secara Elektronik (SPSE);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1321;Microlearning Pengenalan Mekanisme Penetapan Jabatan dan Peringkat bagi Pelaksana;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1322;Microlearning Pengenalan Pengelolaan Keuangan Badan Layanan Umum;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR1323;Microlearning Pengenalan Pivot table & Chart;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1324;Microlearning Pengertian, Ruang Lingkup, Jenis Pengadaan, dan  Cara Pelaksanaan pada Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1325;Microlearning Pengetahuan Tentang Data;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1326;Microlearning Penghitungan Pajak Pertambahan Nilai (PPN) dalam Harga Perkiraan Sendiri (HPS);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1327;Microlearning Penilaian Kinerja;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1328;Microlearning Penilaian Perilaku;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1329;Microlearning Peningkatan Kompetensi Manajerial Communication;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1330;Microlearning Peningkatan Kompetensi Manajerial Drive for Result;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1331;Microlearning Peningkatan Kompetensi Manajerial Leadership;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1332;Microlearning Peningkatan Kompetensi Manajerial Planning and Organizing;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1333;Microlearning Peningkatan Kompetensi Manajerial Problem Solving Analysis;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1334;Microlearning Peningkatan Kompetensi Manajerial Quality Improvement;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1335;Microlearning Peningkatan Kompetensi Manajerial Teamwork and Collaboration ;Pusat Pendidikan dan Pelatihan Kepemimpinan dan Manajerial;2020
PR1336;Microlearning Penyusunan IKU;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1337;Microlearning Penyusunan IKU dan Inisiatif Strategis;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1338;Microlearning Penyusunan Kontrak Swakelola Tipe II;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1339;Microlearning Penyusunan Manual IKU;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1340;Microlearning Perangkat, Kapabilitas, dan Tata Kelola Enterprise Architecture;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1341;Microlearning Percepatan Pemberian Fasilitas Kepabeanan dan Cukai Untuk Barang Dalam Rangka Pencegahan dan Penanggulangan Corona Virus Disease 2019 (Covid-19);Pusat Pendidikan dan Pelatihan Bea dan Cukai;2020
PR1342;Microlearning Perencanaan dan Penganggaran Badan Layanan Umum ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR1343;Microlearning Perjanjian Kinerja dan Peta Strategi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1344;Microlearning Perpajakan Atas Transaksi yang Berasal dari Dana BOS;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1345;Microlearning Perpajakan UMKM;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1346;Microlearning Persyaratan dan Tanggung Jawab Penyedia;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1347;Microlearning Pertumbuhan Ekonomi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1348;Microlearning Perubahan Sasaran Kinerja Pegawai (SKP);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1349;Microlearning Perubahan UU PNBP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1350;Microlearning PPL Pejabat Pembuat Komitmen: Pengaturan Terkait KPA dan PPK Pada PMK Nomor 210/PMK.05/2022 Terkait Pelaku Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1351;Microlearning PPL Pejabat Pembuat Komitmen: Tata Cara Pembayaran Menurut PMK Nomor 210/PMK.05/2022;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1352;Microlearning Prinsip dan Etika pada Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1353;Microlearning Proses Bisnis Kehumasan di lingkungan Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1354;Microlearning Publikasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1355;Microlearning Relationships & Cross-Layer Dependencies;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1356;Microlearning Restrukturisasi Program Kementerian Keuangan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1357;Microlearning Sanksi dalam Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1358;Microlearning Sasaran Kinerja Pegawai (SKP);Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1359;Microlearning Sistem Akuntansi dan Pelaporan Keuangan Instansi (SAI);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1360;Microlearning Sistem Akuntansi dan Pelaporan Keuangan Pemerintah Pusat (SAPP);Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2021
PR1361;Microlearning Sistem Informasi Manajemen Kinerja;Pusat Pendidikan dan Pelatihan Keuangan Umum;2023
PR1362;Microlearning Stakeholders, Architecture Views, and Viewpoints;Pusat Pendidikan dan Pelatihan Keuangan Umum;2022
PR1363;Microlearning Standar dan Kebijakan Akuntansi Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1364;Microlearning Story Telling dalam Visualisasi Data;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1365;Microlearning Strategi Komunikasi;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1366;Microlearning Struktur Anggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1367;Microlearning Studi Kasus Pengujian Belanja Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1368;Microlearning Studi Kasus Pengujian Belanja Negara: Perjalanan Dinas Menggunakan KKP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1369;Microlearning Studi Kasus Pengujian Perpajakan Wajib Pajak yang Memiliki Peredaran Bruto Tertentu;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2024
PR1370;Microlearning Studi Kasus Perpajakan atas Belanja Barang dan Belanja Modal;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1371;Microlearning Studi Kasus Perpajakan atas Belanja Barang dan Belanja Modal terkait Perubahan UU HPP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1372;Microlearning Studi Kasus Perpajakan Atas Transaksi dengan KKP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1373;Microlearning Sumber Daya Manusia, Kelembagaan, dan Agen Pengadaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1374;Microlearning Syarat-Syarat Umum Kontrak dan Syarat-Syarat Khusus Kontrak dalam Pengadaan Barang/Jasa Pemerintah;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1375;Microlearning Tarif PNBP;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1376;Microlearning Tata Cara Pembayaran Menurut PMK Nomor 62/PMK.05/2023;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1377;Microlearning Tata Cara Pembentukan Jabatan Pelaksana;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1378;Microlearning Tata Cara Penentuan Klasifikasi Barang;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR1379;Microlearning Tata Cara Penentuan Nilai Pabean Berdasarkan  Nilai Transaksi dan Perhitungan Pungutan Impor;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR1380;Microlearning Trade Balance and Balance of Payments;Pusat Pendidikan dan Pelatihan Keuangan Umum;2020
PR1381;Microlearning Transaksi Setoran Langsung Wajib Bayar PNBP ke Kas Negara;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1382;Microlearning Transisi Ekonomi Hijau (Green Transition);Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1383;Microlearning Troubleshooting Pada Aplikasi PPSPM;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1384;Microlearning Tugas, Kewenangan, dan Persyaratan Kelompok Kerja (Pokja) Pemilihan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1385;Microlearning Tugas, Kewenangan, dan Persyaratan Pejabat Pengadaan;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1386;Microlearning Tugas, Kewenangan, dan Persyaratan Penyelenggara Swakelola;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2023
PR1387;Microlearning Tujuan dan Kebijakan Pengadaan Barang/Jasa Pemerintah ;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1388;Microlearning Tujuan dan Prinsip Redesain Sistem Penganggaran;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2020
PR1389;Microlearning Urgensi Penanganan Risiko Perubahan Iklim;Pusat Pendidikan dan Pelatihan Keuangan Umum;2024
PR1390;Microlearning Utang sebagai salah satu Instrumen Pembiayaan APBN;Pusat Pendidikan dan Pelatihan Keuangan Umum;2019
PR1391;Microlearning Virtual Account;Pusat Pendidikan dan Pelatihan Anggaran dan Perbendaharaan;2022
PR1392;National Workshop on Data Analytics for Indonesian Customs;Pusat Pendidikan dan Pelatihan Bea dan Cukai;2023
PR1393;Online Course Pengenalan Kemenkeu Corpu;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
PR1394;Online Learning - Micro Learning Tentang Knowledge Management;Pusat Pendidikan dan Pelatihan Keuangan Umum;2018
